name,address,contacts,coords,category,lat,lon,schedule,query,city,social
"Small, сеть супермаркетов","улица Чингиз Айтматов, 44",,"51.148948, 71.37053",Супермаркеты,51.148948,71.37053,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Магазин,Астана,
"Small, сеть супермаркетов","улица Сыганак, 39/1",,"51.125187, 71.426879",Супермаркеты,51.125187,71.426879,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}}",Магазин,Астана,
"Small, сеть супермаркетов","проспект Абая, 48",,"51.169438, 71.440967",Супермаркеты,51.169438,71.440967,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Вкусмарт, супермаркет","улица Сакена Сейфуллина, 1",,"51.168688, 71.39945",Супермаркеты,51.168688,71.39945,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""comment"": ""служба доставки: пн-вс 11:00-17:00""}",Магазин,Астана,
"Вкусмарт, супермаркет","проспект Тауелсиздик, 39",,"51.135942, 71.46689",Супермаркеты,51.135942,71.46689,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""comment"": ""служба доставки: пн-вс 11:00-17:00""}",Магазин,Астана,
"Magnum, супермаркеты","проспект Тауелсиздик, 34",,"51.1402, 71.465336",Гипермаркеты,51.1402,71.465336,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Magnum, супермаркеты","проспект Туран, 37",,"51.132484, 71.402633",Супермаркеты,51.132484,71.402633,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Small, сеть супермаркетов","улица Ахмет Байтурсынулы, 51",,"51.117758, 71.522639",Супермаркеты,51.117758,71.522639,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Small, сеть супермаркетов","проспект Ракымжан Кошкарбаев, 15а",,"51.126354, 71.485698",Супермаркеты,51.126354,71.485698,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Magnum, супермаркеты","улица Едил, 26",,"51.144758, 71.526422",Гипермаркеты,51.144758,71.526422,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Магазин,Астана,
"Small, сеть супермаркетов","проспект Туран, 65",,"51.096748, 71.39191",Супермаркеты,51.096748,71.39191,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Магазин,Астана,
"Астықжан, супермаркет","проспект Акжол, 28",,"51.182881, 71.454704",Супермаркеты,51.182881,71.454704,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Градус, магазин","улица Кайым Мухамедханов, 19",,"51.141049, 71.384799",Разливное пиво,51.141049,71.384799,"{""Fri"": {""working_hours"": [{""from"": ""10:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""10:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""10:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""10:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""10:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""10:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""10:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Magnum, супермаркеты","улица Шокана Уалиханова, 20",,"51.172211, 71.439968",Гипермаркеты,51.172211,71.439968,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Магазин,Астана,
"Metro, оптовый магазин","трасса Астана-Караганда, 4/1",,"51.131003, 71.544353",Гипермаркеты,51.131003,71.544353,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""22:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""22:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""22:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""22:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""22:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""22:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""22:00""}]}, ""comment"": ""служба доставки: пн-вс 10:00-19:00""}",Магазин,Астана,
"Анвар, супермаркет","улица Алматы, 5",,"51.118037, 71.417938",Супермаркеты,51.118037,71.417938,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}}",Магазин,Астана,
"Spar, супермаркет","улица Кенесары, 38",,"51.165246, 71.429656",Супермаркеты,51.165246,71.429656,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Магазин,Астана,
"Fix price, магазин фиксированных цен","проспект Улы Дала, 55/2",,"51.094805, 71.435079",Супермаркеты,51.094805,71.435079,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}}",Магазин,Астана,
"Small, сеть супермаркетов","проспект Улы Дала, 88",,"51.090918, 71.456603",Супермаркеты,51.090918,71.456603,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}}",Магазин,Астана,
"Greenwich, гипермаркет","шоссе Коргалжын, 43",,"51.147222, 71.351486",Гипермаркеты,51.147222,71.351486,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Greenwich, супермаркет","улица Ахмет Байтурсынулы, 29а",,"51.122268, 71.486713",Супермаркеты,51.122268,71.486713,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Magnum Daily, супермаркеты","проспект Улы Дала, 39",,"51.098427, 71.409651",Супермаркеты,51.098427,71.409651,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Fix price, магазин фиксированных цен","23-й проезд, 6/1",,"51.10013, 71.435562",Супермаркеты,51.10013,71.435562,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}}",Магазин,Астана,
"Small, сеть супермаркетов","улица Ушкултай Субханбердина, 2",,"51.145148, 71.512333",Супермаркеты,51.145148,71.512333,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Магазин,Астана,
"Spar, супермаркет","улица Анет баба, 7п",,"51.134597, 71.383914",Супермаркеты,51.134597,71.383914,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}}",Магазин,Астана,
"Fix price, магазин фиксированных цен","улица Сыганак, 18",,"51.129477, 71.380715",Супермаркеты,51.129477,71.380715,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""21:00""}]}}",Магазин,Астана,
"Small, сеть супермаркетов","проспект Абылай хана, 5",,"51.160067, 71.47301",Супермаркеты,51.160067,71.47301,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Magnum Daily, супермаркеты","проспект Улы Дала, 47",,"51.09628, 71.424767",Супермаркеты,51.09628,71.424767,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Olive mart, многопрофильный мини-маркет","проспект Абая, 59",,"51.16985, 71.437364",Супермаркеты,51.16985,71.437364,"{""Fri"": {""working_hours"": [{""from"": ""08:30"", ""to"": ""01:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:30"", ""to"": ""01:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:30"", ""to"": ""01:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:30"", ""to"": ""01:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:30"", ""to"": ""01:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:30"", ""to"": ""01:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:30"", ""to"": ""01:00""}]}}",Магазин,Астана,
"Small, сеть супермаркетов","улица Кенесары, 4",,"51.161772, 71.401546",Супермаркеты,51.161772,71.401546,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}}",Магазин,Астана,
​Оптово-розничный склад,"улица Динмухаммеда Конаева, 22а",,"50.985229, 71.353511",Продуктовые магазины,50.985229,71.353511,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""20:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""20:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""20:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""20:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""20:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""20:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""20:00""}]}}",Магазин,Астана,
"Tatti.chocolate.astana, магазин","улица Санжара Асфендиярова, 2",,"51.131839, 71.377338",Сувенирные композиции,51.131839,71.377338,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""comment"": ""по предварительной записи"", ""is_24x7"": true}",Магазин,Астана,
"Московский, магазин","улица Григория Потанина, 2",,"51.181905, 71.404707",Продуктовые магазины,51.181905,71.404707,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Магазин,Астана,
"Анвар, супермаркет","проспект Бауыржан Момышулы, 8",,"51.138592, 71.474408",Супермаркеты,51.138592,71.474408,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}}",Магазин,Астана,
"Small, сеть супермаркетов","Кабанбай батыр проспект, 49а",,"51.101546, 71.405524",Супермаркеты,51.101546,71.405524,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Small, сеть супермаркетов","Бухар жырау улица, 36п",,"51.096979, 71.442786",Супермаркеты,51.096979,71.442786,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""24:00""}]}}",Магазин,Астана,
